row_id,feature_sha256,Label
142022,3d04f0685808d2d4224446b43a20b4b805c69db886a1ccff8104c2e2d81d683c,BENIGN
124585,7380f69fd2ce20d1b1e7c957b29e63413ce5edd5673cbfec9a5a41d329f11f42,DDoS
174046,fbafec7e441ab021ff2dcb8d537f488c98a27763b81d5d87fd211f5db48e2d7f,BENIGN
12797,53b8740e43713422be56e2d1f1de3c7d4cbe018692dfe8445619a5af2b714214,BENIGN
85001,9568e280ad7ac9df0ee1642c7c5747169be17f1af41231e081c9797f636573f8,BENIGN
125019,97eefeb3fdaa7ef202c5f3736c4f83159b4f0e6b19f9770048f72ed5bd248a5d,BENIGN
138333,8e85c5cf2f4790697ef15993b2b22d0a65ec488b813ab09588c0808cda5da273,BENIGN
20590,b17fe7240d68de42fdabf52476d8f0ced65919e9ca3632df65f47041535159d5,DDoS
79121,ef64840efad6126e7ffaa547a748d12e5b019cc746a5796e3b19ae60fb727f3f,BENIGN
181717,9383d5c1bf664a1b102b5cef37e4b16ccaed20db0ae8b914263616fed527f0cb,BENIGN
181205,1a82a945ee2430db5939a73f38bbe58b411f32ba3f7d957e5ce421c5239d1570,BENIGN
44519,816a30bc265db2175a071234f5da9404786eb3860464f8f0499b67973f00771f,BENIGN
192413,5e1f3287db90e62193ed2dc20bff8db6da2ab86bce27bcc9fc36431bb11670d8,DDoS
95851,2cf133d6d7e8f2d86c04cadd35206f10d44001b2826632f65056f56922851705,BENIGN
62027,b60231dc5f9adb9c98b2cccd5bf802f5bf115c5387e7052025eb87ba3a267b4f,DDoS
136048,c0f2b4afdb5c7f1ab469e26230ed09bb4fa969f6bd409d227ae9779460f89086,BENIGN
103820,3af4860f8a2baa4ed392049428d4b850a80839fdb5116c9c003c36fbcb0d5a35,DDoS
157866,2eebb70089b8933c9e1048e469805deff1ad1b06c7f34c48d257b84c4e8b310c,BENIGN
19110,a4bf36083b75523daf396effd1aeeac8b50a7eb2e9fff505d3023066b5b6f496,DDoS
108416,2ba4ce3a4caf201246dd11235376179edd74fc1560930dfa20ec2b1934067101,DDoS
17426,b7421c65b7bdc572296b4292d5a3b847437278116d2f2f608dad57fbd69e17c5,BENIGN
134337,0b8b2098b9299b997f8281e38ffcfd70387f520a46ccb87676fc73c9fc119834,DDoS
29598,5d7a5d04c15a11142896eb2e28c6bbafb1beb3b16ced8c9e139e24f6ece135d5,BENIGN
197838,df45653f32665c6de30f8840319926b63ebc6b39e3bad480e193825df6bc914e,BENIGN
47839,5d6db0f38684c523b961937699c4028fb752c8c2f75410d1efb77929442e3815,BENIGN
56963,0cab40f4bb057d4d8769deeff96a0e91b4b667e3ddb206c994b16552b70104fd,DDoS
206336,428f1d466343991c8723bc1ec4f2d77ec00cb0971b6a44d1d0293de20a9c1f38,BENIGN
116740,521b8987d287e5134c51e98ac27c630970fdc944c55cc593fec489a2cfa0f8f0,BENIGN
99845,ec698689e58d0f0674d4fd702a45346adf422662a65625e527deafc6ed28f3a4,DDoS
155163,acdc580ca943289c538cb9e5024b578d1a684dfd9f35fc662db87c898baf0561,DDoS
120559,354c23ef5c72a7b1c5a8b7c5bf4a53b3cd3cb0f4696742751db9a85d92d9a624,DDoS
145698,33644c969da40d849e50c89f152f62c9a24dc372612103eeae878b24080fb7e9,BENIGN
142000,1205469cf2213bb7759e21167907050c0c56b0f9b403d025c063d49535e63bef,DDoS
72339,90b7e1917346d01d32c4d6549d0bde43cc145ea1287e7ac7eca9c17789cd209c,BENIGN
8469,878676bdd287963124314118191507b09a84077724f004c79a9f1d952d5fe9e1,BENIGN
123352,a80a9417ab89433fb1479ce2017639c7eb260330f92ed8fc633b83f61b8f5895,BENIGN
21839,976ff208b53c0a10f3ee4e22ade900507b0ec5aa462e37bdf744862f3aa4368d,BENIGN
87976,df64d925deb144f8dab2d5c5b8dacff874a428af88349408e0f9e26d8c916928,BENIGN
189871,d47ecb0332fafbd78f8ba9cb61fe38482588437676378a0c6f70094cd984fe40,BENIGN
170340,d4e81f8672db5ebd86967d4f605c46121fc18bdb53726d2b51616b3be76a8cd9,DDoS
181494,c7583ab5eb14af0acab89145f55b0bfd4fe2c01d82e825ac60586500295138b8,BENIGN
13463,7af9a4d17c1005f6ba29705d78ed54f32ab4f988b16002ee60a2ee83f3ff702e,BENIGN
77529,cf545c62aa4d3826ae154696b3e3f49ecc0db18fd37b59f92f9ec68c1098d203,BENIGN
111856,4ca77113a0ab279450475540bbbc6bb0b97480907c8bc29a034c4874a168c5e6,BENIGN
182007,7c6f990a391498691b549afeb5c6316effd9a68274434a435c458e108e1cd37a,BENIGN
74599,47334bac54b86fd1fd4c52403be8f419b3ba49601a3a6c34475e895eb087283b,BENIGN
146780,71e8fc5d0f960cb4b7d7ab3cc8281a7c4c8e477219dc7060ffa5cf9aaa3440bf,BENIGN
102266,88b107e8ca6899865df0c4c1725fa6b39b99a8c9146491b661300114b0172ccf,BENIGN
126311,8bf1f2258bec41b88bd0c8b52186506461c532b7a390fccee548234ebe4c2799,DDoS
144238,4de485cd84a8fa185d7ca13f591abf01e984158f769e830fe836c45e0eab2482,BENIGN
49180,b881bbb11701da3ab6c6f3e7e28682ef300b8354f4bb46e3607a1f56d1021f30,BENIGN
164307,7f9514fd37d58352ed1d56bcf136560d712beaa624a21e8f3a5082b7f6410044,BENIGN
62224,d1f12b8fe9a28c5fefaab54a2b561b67585f6bef2e32f266b7f2692537c1f7b1,DDoS
186688,309beb23999c8675c8a586969582de6c23fb5c4ca2b381e31cb1edba471e2eeb,BENIGN
99433,944d9da3e928fd9e57ca8ad28405ca21fedd10d47e555a85a8e4c61775ce440a,BENIGN
152065,7b6524855286e83abc4c19930bdea2e299dad0df0447dda68042400a3d72b927,DDoS
109301,0a1baf587ebc62bc2e3c2d96926af25b265718dfa8b0c1cf9b435cdfaa3e5da6,BENIGN
46620,5062e9c6d49dee55525cf23730901b74999b27bd2363e3b00cc9522fc73b2da6,DDoS
42105,5cc392d433844cf2641161c8da878d4d4062f1fb4081e43dc54f8dfd9fa18226,BENIGN
181306,d9f2bf0ffd226f6ffe01117e589c33dba68977c5a92b96c81b5a29adaa2bd476,DDoS
25935,dad456a848b27959b829c95434dd427fe23da7346cd926da1b7c022c01cbb218,DDoS
95102,a102f9926b1c9e36bd3f7806fa31e8c01e2a8a421d5bed7d324c119860cf1dc5,BENIGN
32010,bbd25c113312f546de422ec6703c86a1a5eeb681c098787ddb27438e31fe08fe,DDoS
80488,32bba88b9eca0441818c29bcca4fcdc823fa5f5ac90d06b09ef1ffd58a097ec5,BENIGN
50826,4b5aff8d255605b257df7e2e1b746a6c9f85544eec0b886b765d286173cd7c62,DDoS
195171,2e2d1e9030eddd398e2ec7a8c75f0ffa52fd5e17220c3ade8f80d11bc149672a,BENIGN
138258,019475c124769ef317757f6dd4f69cd6343c71691397d467a2319085feb736b2,BENIGN
162395,cb7dda5cfca6a4b180bb1fd26d9d7e37de22211332803e9d3f663d72a850355b,DDoS
184611,fb825618262483b78de802957a4b2cabad16a0d59d1fa5f792a6e222440cd6f5,BENIGN
136857,da63de1f311d7954749e8e0e8e2f1b2f31dc88bb1a608b619c5383c1e9b14b52,BENIGN
58260,8194d96b60337d03fc908cca7f03038d3a031bbcecefdcbfdde2a21ea4d1faaf,BENIGN
126272,e0fde5d15d90e10d6330f44e20998618d114212edf3b4f7fa644503a19b55b60,BENIGN
144675,338b7435e0af3307148e4201b1647a9e37e1fb721135f343be51fcba83bb5e40,DDoS
76790,aed43b9a58884b476ab3b59d29b58ca779331cb2596342c4931008f7fd082dd3,BENIGN
132814,e0e2bb8b09728d76d31f306e84c1ea3ffc36a798acbc83280e4a724bdc47849a,BENIGN
111700,24803005689617ffd3abc39ae04b4ebbdf5bd7e10b2de04d37b252a99d4326b0,DDoS
208880,0b9324f655180f1d02b48f145844a6b4dbee2d398cdaeafda7eebcab38a6c88a,BENIGN
82509,16f5c8a1b28ed0022b63f01d1e0deb76eea775f830c90b3bcbb39bf7ee5d9c34,DDoS
82709,daa22c4677160092c8059b16e7a0a393119c0ce29cf16bf08edc9378e1267e70,BENIGN
78756,b28ea0c551cce8cd177f018b71a2b6938755b176ae1d9164929cfdc945606676,BENIGN
39924,34b1e91eada640ce165291461546c1d0dffb01c89333864ba331a7ded5e0c408,DDoS
31867,c75e5d0b01a69583ef6abe995ef4038967ede39c9f6ee678e566e5269080c5c3,BENIGN
5617,8b2c4c27db7ddbcbdd107ca4e0e8f421c371b6f158251ca81087dcab1fd20c34,BENIGN
203576,8ee44985c20c436de2f156370bf923de99e219d263a9450d94e61402c98f4637,DDoS
133867,9aadfc458688506ceff7abf883d67fb428b407d444d75e36083f6b1df353ad6e,BENIGN
100570,cdb139486c4ad8c080fa34d2f09c051d091f8a21c12c52528167256cd4d0099b,DDoS
163058,d9b2e2fef1bcff0da0e46e56f991229b6ad81b2e961f76f67393fbd0a6ed14d5,DDoS
171476,5c1fbfb605cf1ecffcc4333b26b5ababbc454b56b23d25f01e46ad37e4f6ed50,BENIGN
95068,c60d5d2022fe2e73438ffcfef1e30abf6d10e7f96a23322fa7fb548a9ae12c49,BENIGN
174861,c6c0cfac2c593ebb0b28b05d700fcf75d63d0d83271601809222c7d222067bd7,DDoS
39158,0ab997b716047e918620bad0636190a70c12106903aafe0c7c4fe27ba0602d34,BENIGN
207882,74b2731b3605c7be1d2e2d446ba8b8c1ad68ae499263cdd2cf59ae588321e933,BENIGN
199391,e3acb5e066837d4a2eecba2d56099f97337b74caab3323e9ab893e923e575f0e,DDoS
76559,3fc65d1693a1830f83e72d8f4e05a3ea9ed0029fd7cfa8df1cf557d854a63f39,BENIGN
71033,7853845e157ce3269d83ed4f2e51398af68e327435c5ba817f8a754756834218,DDoS
29041,bc2e6d2e627ce46c20522a932d8e36ab112e322757671f6bc02447b2fe63b18d,BENIGN
184889,ff5072b7ac9a6217afd2c36aac429c1a220845e1ce468f02136634e77294dde5,BENIGN
131864,5631f765e19de8ceadd3f5da6049554dda766324ca22c6c1b068332a3a0387a4,BENIGN
15924,a906042eda0d0756afa727bdf3207600e412b59eb44606212db68867a187c1a1,BENIGN
178018,1e5ade90d9746adda79750f3cd548033af90bfb0ea4b3a635245e5f3bb93cd47,BENIGN
10001,029daab37faa9b47907862a8d2f3100265f665b192b42e9cf6488653db8f93f6,BENIGN
175467,e87a94c44b0643e49c96aa099438c628bc10e0aa6d3096451c321e904dd1f24e,BENIGN
173857,fa6d35270c7739e5705716535d0a104198c9eb2c0a96aaffb1189e2d92490e8d,DDoS
60382,28b0f18914a3c0d36b2964250918b885a8baf39d5039a3b558cfbe87561406b8,BENIGN
55778,ed62a9fa3bf0cacd90a2ac83402460b37663368f58750b26c41d806df6cd8353,BENIGN
57534,52f878c3d98bdea8ff1fe9c0d0fd506baa4ab5db6b3662af73b32b6c4912934d,BENIGN
203121,39880df309e59a4e7d801a2a90ea4d95c5dca2041633136fdc588269103d9cb7,BENIGN
147614,c84c840b7ed7b605f002c828bdeca0ebad7fe001e9f6df8a75ca069be2d2682a,BENIGN
77544,c464bbf0e23a8423ba383b4585a38b5d80d7cbff2a1f4344f22bf07f6af91f88,BENIGN
122829,2667733b0663011219c608a313b0c56718fd0709ffb02b44fb8d0a6e3089702b,BENIGN
159760,6d04030d5658f1cef6e4c0d5118a955c6da7e7f125f021e4b60e0c4e567e367f,BENIGN
72334,74d7633db49bc6735889d275c971b6425434bbad703d7cfb28b1cc3c440efbbd,BENIGN
166184,98333adcb018b3ba5319ae405a405ca9edb102b3183d48bd6266c0b646729d49,DDoS
77923,b6c693dbd010c3a3689d0ff6e0582233fabf4282787445b3d632f9451399949b,BENIGN
110658,e7aa9bf446dc1f42e5e5caf972f822f6c2d9faf5e0aef551f71a21fd09eb3e10,BENIGN
50319,a34604b05d0868d92b0c513bd7c2177c77b41e59009d742148108d13cc714bd5,BENIGN
134662,79230b9499e662a92af7608ac552454d1a4bbad55eb950651da8c2ede828342d,BENIGN
198358,00a8c613010f319615ae97fe93afc4681c27fc027301a01653334a8bc9c6d36b,BENIGN
22309,1748b5460a93c266b6abe5df0180f0223e6864d66cab92befa95a9805b8c1c8c,BENIGN
4473,ecb920371362c1acba252f98f58f69df981671c7d5132ea3050dc751229e0c3a,BENIGN
92189,9a1e9dd916d4b4af87a88e28397bff1ff41cef712e56a7fdfa8a68d68cab1f5d,BENIGN
157531,5d38f2d9e5b854233a20688935a317c6c12245849a4a2c423c172fd24a79f432,DDoS
52874,6f80f4a09df6155ba2c9bab8626d591ee27f9dd05c148e7283e7a088c23e8028,DDoS
206616,321674d1bdcf14912860c564ce1af6aa0bf856d0eef03331a9578847d8347083,BENIGN
85740,dee975efb67cc2aaeb68219c4fcec0575bf5623ec0ccbec6151de2c56263a9f5,DDoS
17077,7c4b194682cf112e26999273830f8b8b03723699100dbbaec0c9fcf2b2f8cf37,BENIGN
108946,40efe77573cd266022e4491d4ef56ab51f0d3926dad20e52f18fdd52655e2340,BENIGN
128828,20b387ca36199e2f5f98b1771ace5a5638e9e29743f1fd9dff228ca73b2f4452,BENIGN
37873,fce812c11ff1e72c93c6dc504052896f998bc63be05b4cbfcb742f5a7ffdc7d8,DDoS
61563,6ea588859d4249f7cd2e4088e328eaf627d01d27a4c40c240a830fa441e98df7,BENIGN
93855,ec9d00f65ac4c608ee46a7acd86973f631a6eb6ca4e76abe2376d5126024791c,BENIGN
27337,e6bedde733a3c6527f8e8cd83d02669a0c8a2bed1c9f5bcaa5295357bf31e9d1,BENIGN
107645,9f0def33af510c51bed96d71251e943e0d9d934a56bf5fadaa3e76c55c3a1c6e,DDoS
53900,deeb6228df96a78ace9f64c91c745ceb850144d151e3f979dc187f588f600658,DDoS
192172,3a070d6f31db4915ab24aef31520544785148068160c137f1cd7b5104789f218,BENIGN
21940,2a4b6aab7f6dc7a1c68d3264739932e4ab1560e1e439ab125ce2bdc3e95a1230,BENIGN
143633,e40bc2b3c31620f29eb4f678974bbb86dc84df9c6ab0793d37c3a3ca9d3809a1,BENIGN
370,4a039571f005c0f55c99aad4d0a2874fa8f92b8f2419bd62d9530c1d2048fc09,BENIGN
197885,a8cf4b70b8ba1f407f801043dad8c7daadcff699624ba9d0a3ab7b8cb2ea8dbf,DDoS
157393,16178802d5a5316458da38939e49a0af8f17442c33efa162270d13a26c2083fd,DDoS
69483,9805de6630585c004121a11c47feb6444e55dbd5e7b94725c54b81bb1f35e056,DDoS
192198,9b80328c3152b9efc27a1a615a0d0e624187333d172659277bc1835ae13a0186,BENIGN
7183,a55b3f22fe39d308036ac29ac415b5394258aadfa8bec921b979c70fe40baa1b,BENIGN
198451,61b8074ce840a078e51da6521ea798322bf537c20b0eda5b5eaae9d20f8f44fb,BENIGN
166160,ab6afd75bb075e53717aeab98616e8824c409f411331c4d34532ef972072b3f7,DDoS
65093,9ec95d708b7d6e48bec55c4e370699d63ce853ef92c8287936907a125df9d4f5,BENIGN
4222,41e4961ccbf85369f7c95ae7b17552243110e9eedb46b521285e37687a6acffb,DDoS
40462,f4d9810557110e5ecb518b3a7739a724edaabd29589720b5f9834b0f649b9f99,DDoS
182177,e4550384e1dd20caada7bd8ea362d1a04fd204c0fb72b74ae989231184b7d4d3,DDoS
118852,45f1144fd2fda95ac7b5e9209c9a241d41ee93f1ca639561d42c46c6111bc467,BENIGN
87387,0dabcc4ca1ce4374a81e51db5c5365bd890b72004b990c4f27c53b2f6271c86d,BENIGN
29009,a1b9c5e3a7de9e1c88548340527b348ab7705a628f9fd3d1acae085f6398877a,DDoS
203768,8f22d90d268f8654ff0b65710ad267dc1619e442b69066ab6ff3416f7659c866,BENIGN
97920,63d7f7da6762342554b5b3d7de1785b42cf979eebb2b120db14edb3cc436b16d,BENIGN
147633,23280923c371fc57e3545a5b58296220c31b8b476b7cae6e6b15fca506756132,DDoS
95997,1995949749addfa2066e5a0ba3330957200fe009f1a852dd6bb091c52a6f582d,DDoS
31269,0c09e569074ba757dffb4c686bda383a1221f193b87a64251023091d0e224cb8,BENIGN
70707,fad680db87f1eb8af8d5cbd445bcb559cec5759c372b149a1cc4b20487a85d33,BENIGN
24748,a5a99ba2d28c88a1dadab509c6f33148798cc63ff95825f1ad9fa9d690ef017a,BENIGN
33920,aa89df0838a794bcdda26db31b9aca822a93db7fc19fb77c15da5740e9ee200a,BENIGN
196971,4474d1174c480e5d4661b5ddad1974c88584a49b8a97e5bc6cb4c5e3fe0afb3a,BENIGN
184755,e62035e97c801ea5d35ade22f82cfa8004a193ccbcde385207da39bcdb921ac7,DDoS
194942,362667714c01c43c792d93eaf6c7a1f3cec8160936aedc94667ffac01c630705,BENIGN
138138,14686dd89533054607c9fc654ca5adf1149ea7caa9a2c873af7054713e1b74f0,BENIGN
89063,8fb5afdeefdede30038daaba421d6a5aec5848ff39133b063c47605243f15474,BENIGN
33767,ee32d575a9d86619e59995bddce10e5d9305d9487772bf92832efdb7c3ee8e44,BENIGN
80918,08d4266732272859b3e5e373f8b5627e1de016a422c90ca8d56a0b361ff67501,BENIGN
76896,550abb808d7d813811ce025d0b240a217d590df86c53eda15299998f541f7f50,BENIGN
166067,5a620a23324ed54f64f1a4ebd8ab77f770b84b615617cae69ab49d5e5eed8ed8,BENIGN
109267,2db71b6689234d12d4c767113d12166110e7e50c6d6ffe01aa7fde82d6486798,BENIGN
45640,f0f9969d5fbf485966c585bf5d38d5a8512f9b1668aff59f0a3fecd70ed16db5,BENIGN
206769,1a995c8dcaa8838c2b5b50e744f355d20c1e1854afb484816fd0150433611108,BENIGN
29454,4860e8ffd3cd673a4dd5d1c8de42836f4b6556295a2d372b95f8f1de2bfd2168,BENIGN
70928,54d8cf2f0435738b2b1a673ffea8c5f65bd289bdef0ce796f58b62762fb46f4e,BENIGN
139293,2574f7ed1fc1c1910693825b024cf85bfa9516acfb70928ac296c35549cc0650,DDoS
57988,9da0a83cb944d3be4921b183caa4b7b6efe94278c4771499d5ad5a5a6f9d3f80,BENIGN
180482,0fcfa390b4642fbabf31475941a223508593a1a3ab30970051c458cc104ee7fa,BENIGN
126093,f122d820f39b6d906f746f28dc936beb5aff54b069fe9407c22adbc629ad4b5f,BENIGN
162578,9ae18d8d20910db79121f0d58c36cd32ddeb22f5e587890b002ed7e78c34d24a,BENIGN
9055,1bacd5dc14745f244ba86b8c943130bbda62362e4a477c18c9f7cdc7b20800a7,BENIGN
88722,fe981ae74346632ab9d6ed057662932ae082bf054fa7d46a88125a8a9a24853a,BENIGN
41541,d29d73d0d47c3dc1e8a0e2c93ceef162a7a3a7818fbcb323a07f1154d6d4fbd3,BENIGN
137860,1397192412d5b20cba646ea0a70d882924aa0614b38429045e0f323a2be7d51a,DDoS
61591,8888a75301804e4b3ceb529a7c85e076ad46b4cd132543fe9f6795f8f07bdf56,BENIGN
169561,a3a4f5f97e69b5021ceb8631a1dcf1a85c2890d33a29cdbf84a9c24d76a4d1d6,BENIGN
141587,b4c5f85aac9c85930dd398b2d9cb2b0a1138060ca03e5c215822c38973850821,BENIGN
153679,3639b1b8d71b014290e524a90cdcdae4dff4c821430e459547bccbd576f15ec7,BENIGN
139513,6c14131aa2281ec337f941e62ad419699ab66cb49de4c1ff8bd3022e69a75da1,BENIGN
167127,7354a51be3380aba13fc32645df611be83751576c8bf41bd94cbe9cf22e5c9bf,BENIGN
117594,fe7f9fad525385e9a2584bf0fa9614235d13a9c9f4489cf5235d0d2d3efc2d04,BENIGN
18854,8e3632ec86ae734edd2924bab46fbff53b6652da5379b5e8fb653c9dbf487843,BENIGN
208157,c12576304afccd6a8e087931ec925890747ef7a0401089b3eb1b88dd3d71a9a4,BENIGN
40422,a8ecf8b6213ea25969eebd7f8cb8bf853ac83afdda4d0cc6a8fbe749a59e1974,BENIGN
36292,68de6516ad5a2b9b1ae0e1397727de7187ccb04f213ccfd1cf5e2d2620b8a739,BENIGN
172570,8dbc6f9d688691ee9e2c835836414f6a8d166596d476eedd28a8ed54e955db2b,BENIGN
32519,aacacada39009a302a6851d95bd056cbb33cb5d0778b13c529ac7e0327b1d89f,BENIGN
177495,b8d2a9dc6e58e8ef8f3d6ee1717a53df55bb5e57f4d1515930a09acff1d2d66a,BENIGN
84877,4aac9de75516d4e2abbbc6eeffc4552efd2acda87fde60da600e010d7736f2de,BENIGN
13675,13d456f30bdf5be38bdb0095f0b228860c3488421cd228125b0277d3fabd19a5,BENIGN
101443,e549e53a6fb34657aeac087ef48d23aff16add4b17f4a14bab9ded7e4057566b,BENIGN
1986,3e5771043900c74d4307ab97e5f5ca22d4992999dcbc5614bbffe615650f593d,DDoS
78618,f98c515037b6121f08df6d58e632b6c7038d20c18646ca10e851c8d918d78c60,DDoS
